sym,t,date,kind,volx,clv,close,sig_low,atr_pct,trend200,ext,near_earn,year,fill,gap_pct,stop_pct,o_t5,p_t5,d_t5,o_t8,p_t8,d_t8,o_t10,p_t10,d_t10,p_hold5,p_hold10,p_hold20,mfe,mae
VRT,557,2025-12-11,B,1.62,0.97,178.66,167.17999267578125,5.24,True,1.01,False,2025,173.3,-3.0,3.53,stop,-3.53,0,stop,-3.53,0,stop,-3.53,0,-7.78,-4.43,-0.33,5.74,-14.7
AAPL,563,2025-12-19,B,3.32,0.8,273.67,269.8999938964844,1.68,True,1.54,False,2025,272.86,-0.3,1.08,stop,-1.08,1,stop,-1.08,1,stop,-1.08,1,0.08,-4.59,-8.98,1.83,-10.79
EMR,563,2025-12-19,B,2.61,0.84,132.98,131.4499969482422,2.22,True,0.52,False,2025,134.2,0.92,2.05,target,5.0,8,target,8.0,9,target,10.0,15,0.81,5.92,11.97,13.07,-1.15
LRCX,563,2025-12-19,A,3.62,0.83,172.27,166.0800018310547,4.25,True,11.59,False,2025,175.68,1.98,5.46,target,5.0,7,target,8.22,8,target,10.0,8,-1.08,15.6,25.63,34.39,-2.8
MU,563,2025-12-19,A,2.37,0.85,265.92,251.75,5.72,True,16.96,True,2025,277.15,4.22,7.0,target,5.0,4,target,8.0,7,target,10.0,7,5.59,22.51,43.45,43.53,-3.2
ASML,571,2026-01-02,A,2.37,0.77,1163.78,1133.47998046875,2.52,True,10.17,False,2026,1211.22,4.08,6.42,target,5.0,4,target,11.76,8,target,11.76,8,5.78,9.48,15.25,23.3,-2.91
EMR,572,2026-01-05,A,2.4,0.76,142.85,138.0,2.02,True,7.02,False,2026,142.45,-0.28,3.12,target,5.31,7,target,8.0,19,target,11.95,20,2.74,5.0,10.44,12.41,-0.73
ISRG,573,2026-01-06,B,1.77,0.94,592.85,564.3499755859375,1.68,True,5.64,False,2026,592.89,0.01,4.81,stop,-4.81,4,stop,-4.81,4,stop,-4.81,4,-7.78,-11.31,-19.66,1.85,-21.45
TXN,573,2026-01-06,A,2.17,0.94,192.1,180.08999633789062,2.18,False,13.09,False,2026,188.47,-1.89,4.45,target,5.0,10,target,8.17,14,target,10.0,14,2.64,3.46,18.84,21.41,-3.14
ABBV,574,2026-01-07,B,1.85,0.71,233.42,224.74000549316406,2.03,True,3.05,False,2026,231.13,-0.98,2.76,stop,-2.76,0,stop,-2.76,0,stop,-2.76,0,-6.22,-5.14,-3.33,0.18,-11.62
INTC,576,2026-01-09,A,2.59,0.96,45.55,41.56999969482422,4.38,True,18.95,False,2026,44.24,-2.88,6.04,target,5.0,1,target,8.0,1,target,10.65,2,9.76,-0.7,6.53,23.42,-4.43
SCCO,576,2026-01-09,A,2.3,0.94,165.51,157.19740295410156,3.25,True,21.71,False,2026,167.8,1.38,6.32,target,5.0,3,target,8.0,6,target,10.0,6,7.73,12.7,15.97,26.57,-0.2
JNJ,577,2026-01-12,B,1.56,0.97,209.72,203.85000610351562,1.49,True,3.75,False,2026,209.91,0.09,2.89,target,5.0,6,target,8.0,10,target,10.0,13,3.86,8.48,14.74,14.93,-0.5
MDT,579,2026-01-14,B,1.63,0.99,98.74,95.83000183105469,1.71,True,0.56,False,2026,98.38,-0.36,2.59,stop,-2.59,2,stop,-2.59,2,stop,-2.59,2,2.54,4.66,1.13,7.24,-2.73
GILD,581,2026-01-16,B,1.7,0.93,124.91,122.0999984741211,2.58,True,1.44,False,2026,123.8,-0.89,1.37,target,5.0,2,target,8.0,3,target,10.0,3,13.87,15.74,23.38,27.05,-1.23
IBM,581,2026-01-16,B,1.59,0.73,305.67,300.7799987792969,2.77,True,0.59,False,2026,301.35,-1.41,0.19,stop,-0.19,0,stop,-0.19,0,stop,-0.19,0,-2.49,-2.34,-13.46,6.16,-15.5
AMGN,583,2026-01-21,B,1.5,0.97,343.6,329.32000732421875,2.49,True,3.68,False,2026,344.15,0.16,4.31,target,5.0,9,target,8.0,10,target,10.0,11,-0.35,6.87,8.89,11.9,-1.77
INTC,583,2026-01-21,A,2.21,0.96,54.25,50.150001525878906,5.58,True,37.05,True,2026,54.21,-0.07,7.0,stop,-13.56,1,stop,-13.56,1,stop,-13.56,1,-10.24,-11.01,-18.63,0.72,-22.01
SBUX,583,2026-01-21,A,2.03,0.97,96.43,93.7300033569336,2.64,False,11.51,False,2026,96.47,0.04,2.84,target,6.04,4,target,8.0,4,stop,-2.84,5,-2.68,-0.41,1.06,8.66,-6.06
VRTX,583,2026-01-21,B,1.61,0.84,461.14,439.9100036621094,2.86,True,3.43,False,2026,463.74,0.56,5.14,target,5.0,16,target,8.0,16,time,2.84,20,2.57,-1.06,2.84,8.66,-2.01
GILD,585,2026-01-23,A,2.27,0.93,135.93,131.0,3.11,True,9.73,False,2026,135.88,-0.04,3.59,target,5.0,5,target,8.0,8,target,10.0,8,5.16,11.63,8.65,15.76,-1.61
TXN,588,2026-01-28,A,2.76,0.97,216.17,203.72000122070312,2.75,False,20.74,True,2026,216.4,0.11,5.86,target,5.0,3,time,-1.98,20,time,-1.98,20,3.5,3.05,-1.98,6.89,-3.77
META,589,2026-01-29,A,4.01,0.82,738.31,712.5499877929688,2.92,False,14.36,True,2026,727.5,-1.46,2.05,stop,-2.05,1,stop,-2.05,1,stop,-2.05,1,-9.08,-12.06,-10.16,0.64,-13.66
UNP,591,2026-02-02,B,1.6,0.9,235.23,230.72999572753906,2.22,True,1.52,False,2026,234.81,-0.18,1.74,target,5.0,1,target,8.0,4,target,10.0,5,11.29,12.86,13.58,14.19,-0.34
PEP,592,2026-02-03,A,2.17,0.93,162.85,155.5,1.96,True,11.15,True,2026,164.89,1.25,5.69,time,-2.54,20,time,-2.54,20,time,-2.54,20,2.58,-0.18,-2.54,4.0,-2.87
AMGN,593,2026-02-04,A,2.07,0.9,366.2,342.3800048828125,2.76,True,9.74,True,2026,365.73,-0.13,6.38,target,5.0,1,time,1.04,20,time,1.04,20,0.13,2.47,1.04,6.99,-1.29
LLY,593,2026-02-04,B,2.34,0.86,1107.12,1065.0,3.52,True,4.89,True,2026,1065.5,-3.76,0.05,stop,-0.05,0,stop,-0.05,0,stop,-0.05,0,-2.56,-5.25,-7.05,3.89,-9.38
NXPI,593,2026-02-04,B,1.9,0.85,226.86,217.66000366210938,4.17,True,0.59,True,2026,224.59,-1.0,3.09,target,5.0,3,target,8.0,4,target,10.0,4,7.84,3.42,-10.17,14.15,-10.45
GOOGL,594,2026-02-05,B,2.64,0.95,331.25,306.4599914550781,3.18,True,2.98,True,2026,327.18,-1.23,6.33,stop,-6.33,5,stop,-6.33,5,stop,-6.33,5,-6.56,-4.8,-6.36,0.98,-10.12
VRT,598,2026-02-11,A,3.87,0.92,248.51,233.0,5.85,True,39.97,True,2026,243.95,-1.83,4.49,stop,-4.49,1,stop,-4.49,1,stop,-4.49,1,-0.08,4.48,6.12,13.46,-6.93
DELL,609,2026-02-27,A,4.15,0.94,148.08,136.11000061035156,5.06,False,21.81,True,2026,146.76,-0.89,7.0,target,5.0,10,target,11.41,14,target,11.41,14,-0.17,6.66,12.2,27.0,-6.31
AVGO,615,2026-03-09,B,1.61,0.89,345.75,323.6099853515625,4.14,True,3.44,False,2026,348.73,0.86,7.0,stop,-7.0,3,stop,-7.0,3,stop,-7.0,3,-7.86,-8.73,0.54,1.55,-16.85
TSM,615,2026-03-09,B,1.5,0.96,348.7,331.9200134277344,3.65,True,2.02,False,2026,348.47,-0.07,4.75,stop,-5.52,7,stop,-5.52,7,stop,-5.52,7,-0.71,-1.5,5.0,7.41,-9.95
MPWR,636,2026-04-08,A,2.0,0.86,1312.94,1251.97998046875,4.5,True,16.2,False,2026,1312.94,0.0,4.64,target,5.0,5,target,9.5,6,target,10.0,6,6.84,21.27,20.03,26.59,-0.69
ON,642,2026-04-16,A,2.64,0.91,79.93,73.9800033569336,4.04,True,23.37,False,2026,80.34,0.51,7.0,target,5.0,1,target,8.0,2,target,10.43,3,22.48,28.24,40.79,48.24,-0.7
ISRG,646,2026-04-22,A,2.32,0.76,483.62,460.010009765625,2.97,False,1.05,True,2026,484.5,0.18,5.05,stop,-5.05,4,stop,-5.05,4,stop,-5.05,4,-5.55,-6.4,-9.23,1.11,-13.78
ON,647,2026-04-23,A,2.38,0.79,97.78,92.5,3.63,True,45.55,False,2026,99.23,1.48,6.78,stop,-6.78,2,stop,-6.78,2,stop,-6.78,2,3.83,4.0,17.1,20.02,-6.84
TXN,647,2026-04-23,A,4.36,0.92,282.23,259.30999755859375,3.18,True,35.27,True,2026,287.83,1.98,7.0,stop,-7.0,1,stop,-7.0,1,stop,-7.0,1,-2.37,-0.01,7.43,9.64,-8.2
UNP,647,2026-04-23,A,3.02,1.0,271.26,255.0,2.09,True,7.64,True,2026,272.88,0.6,6.55,time,-2.57,20,time,-2.57,20,time,-2.57,20,-2.4,-3.02,-2.57,1.29,-4.34
ARM,648,2026-04-24,A,2.52,0.85,234.81,218.375,5.0,True,65.76,False,2026,224.49,-4.4,2.72,stop,-2.72,0,stop,-2.72,0,stop,-2.72,0,-9.46,-5.27,43.09,44.77,-13.62
NXPI,651,2026-04-29,A,3.41,0.76,289.25,278.07000732421875,4.02,False,36.31,True,2026,289.44,0.07,3.93,target,5.0,7,target,8.0,16,target,10.66,17,0.27,1.63,11.02,17.45,-3.34
SBUX,651,2026-04-29,A,3.92,0.75,105.5,100.08000183105469,2.3,True,9.38,True,2026,105.55,0.05,5.18,stop,-5.18,20,stop,-5.18,20,stop,-5.18,20,-1.22,0.81,-6.05,3.15,-6.6
CAT,652,2026-04-30,A,2.44,0.85,890.11,850.7999877929688,2.89,True,19.04,True,2026,896.84,0.76,5.13,stop,-5.13,12,stop,-5.13,12,stop,-5.13,12,0.07,-0.95,-3.51,3.85,-5.72
GOOGL,652,2026-04-30,A,2.92,0.95,384.8,365.82000732421875,2.54,True,22.6,True,2026,381.63,-0.82,4.14,target,5.0,5,time,-1.38,20,time,-1.38,20,5.02,3.97,-1.38,7.07,-2.13
ORLY,652,2026-04-30,A,2.45,0.9,99.4,95.83999633789062,2.17,False,7.38,True,2026,100.0,0.6,4.16,stop,-4.16,0,stop,-4.16,0,stop,-4.16,0,-7.04,-11.51,-13.36,0.63,-14.55
TEAM,653,2026-05-01,A,3.45,0.83,88.88,82.05000305175781,6.64,False,24.52,True,2026,88.17,-0.8,6.94,target,5.0,0,target,8.0,0,stop,-6.94,7,-0.98,1.43,23.74,35.4,-11.31
CSCO,661,2026-05-13,A,2.37,0.95,101.87,99.29000091552734,2.49,True,20.61,True,2026,117.55,15.39,7.0,target,5.0,12,target,8.0,12,target,10.0,13,0.55,2.44,3.02,10.91,-3.39
XOM,663,2026-05-15,B,1.67,0.98,157.92,153.0,2.53,True,1.91,False,2026,157.32,-0.38,2.75,stop,-2.75,5,stop,-2.75,5,stop,-2.75,5,-4.77,-4.93,-9.83,4.04,-12.46
ZS,664,2026-05-18,A,2.27,0.78,174.69,162.10000610351562,5.0,False,22.34,False,2026,178.11,1.96,7.0,target,5.0,4,stop,-22.99,5,stop,-22.99,5,-29.03,-24.56,-30.17,7.38,-32.91
TJX,666,2026-05-20,B,1.77,0.83,159.21,152.4499969482422,2.4,True,1.72,True,2026,159.5,0.18,4.42,stop,-4.42,6,stop,-4.42,6,stop,-4.42,6,-2.98,0.76,2.93,6.58,-4.49
IBM,667,2026-05-21,A,3.72,0.97,252.97,230.94000244140625,2.93,False,6.38,False,2026,262.05,3.59,7.0,target,5.82,4,target,8.0,4,target,10.0,4,22.27,7.16,1.1,26.87,-7.01
DELL,668,2026-05-22,A,2.66,0.91,295.19,265.2099914550781,6.02,True,46.79,False,2026,300.25,1.71,7.0,target,5.59,2,target,8.0,2,target,39.22,3,44.98,27.15,44.57,56.36,-0.56
AVGO,672,2026-05-29,A,2.25,0.88,446.77,431.4700012207031,3.62,True,15.83,False,2026,450.09,0.74,4.14,target,8.6,1,target,8.6,1,stop,-9.13,3,-11.88,-12.48,-16.07,9.98,-19.91
CRM,672,2026-05-29,A,2.59,0.78,191.1,180.02000427246094,4.24,False,5.69,True,2026,198.75,4.0,7.0,target,5.0,0,stop,-7.0,4,stop,-7.0,4,-8.15,-17.21,-21.18,6.33,-26.38
IBM,672,2026-05-29,A,3.51,0.88,297.8,273.3299865722656,3.73,False,24.49,False,2026,322.55,8.31,7.0,stop,-7.0,4,stop,-7.0,4,stop,-7.0,4,-12.94,-16.69,-12.82,3.07,-24.45
MSFT,672,2026-05-29,A,2.31,0.99,450.24,432.3599853515625,2.59,False,11.77,False,2026,464.84,3.24,6.99,stop,-6.99,2,stop,-6.99,2,stop,-6.99,2,-11.42,-14.0,-19.75,0.32,-24.88
NOW,672,2026-05-29,A,2.4,0.96,124.37,116.29000091552734,5.44,False,27.38,False,2026,135.77,9.17,7.0,stop,-7.0,1,stop,-7.0,1,stop,-7.0,1,-15.89,-23.29,-26.88,2.53,-34.16
ORCL,672,2026-05-29,A,2.04,0.97,225.78,208.00999450683594,4.23,False,31.95,False,2026,230.5,2.09,7.0,target,5.0,0,target,8.0,0,stop,-7.0,4,-8.1,-16.43,-36.42,8.57,-37.32
PLTR,672,2026-05-29,A,2.19,0.9,156.54,145.7899932861328,3.83,False,10.4,False,2026,159.98,2.2,7.0,stop,-7.0,2,stop,-7.0,2,stop,-7.0,2,-14.7,-15.8,-27.07,2.33,-33.51
SNOW,672,2026-05-29,A,2.02,0.96,255.55,239.5,5.07,False,63.84,True,2026,259.97,1.73,7.0,target,5.0,0,target,8.0,0,stop,-7.0,2,-7.51,-7.38,-2.1,9.62,-16.34
WDAY,672,2026-05-29,A,2.17,0.98,146.19,132.27999877929688,5.47,False,16.5,False,2026,152.0,3.97,7.0,stop,-7.0,5,stop,-7.0,5,stop,-7.0,5,-5.42,-14.74,-19.46,4.37,-26.64
CDNS,673,2026-06-01,A,2.12,0.98,414.16,383.94000244140625,3.35,True,27.62,False,2026,405.98,-1.98,5.43,stop,-5.43,3,stop,-5.43,3,stop,-5.43,3,-3.71,-4.47,-6.96,2.64,-11.63
DELL,673,2026-06-01,A,2.16,0.92,465.96,426.1499938964844,5.61,True,109.85,False,2026,466.11,0.03,7.0,stop,-7.0,0,stop,-7.0,0,stop,-7.0,0,-18.09,-13.31,-8.77,0.66,-23.39
ORCL,673,2026-06-01,A,2.28,0.92,248.15,224.60000610351562,4.43,False,43.47,False,2026,242.8,-2.16,7.0,stop,-7.0,2,stop,-7.0,2,stop,-7.0,2,-15.23,-22.43,-41.31,2.55,-41.31
MRVL,674,2026-06-02,A,3.92,0.99,290.79,252.42999267578125,6.83,True,89.64,False,2026,317.63,9.23,7.0,stop,-7.0,0,stop,-7.0,0,stop,-7.0,0,-20.48,-8.84,-22.77,3.86,-25.32
MRK,676,2026-06-04,B,1.81,0.92,120.26,117.08999633789062,2.78,True,3.54,False,2026,120.94,0.57,3.18,stop,-3.18,6,stop,-3.18,6,stop,-3.18,6,-1.56,-4.51,6.55,7.73,-7.75
AMGN,681,2026-06-11,B,1.87,0.74,354.06,341.4599914550781,2.55,True,4.05,False,2026,357.4,0.94,4.46,stop,-4.46,3,stop,-4.46,3,stop,-4.46,3,-3.55,0.88,-0.6,4.99,-6.53
MPWR,686,2026-06-18,B,2.45,0.73,1563.7,1515.6199951171875,7.21,True,1.12,False,2026,1592.69,1.85,4.84,stop,-4.84,0,stop,-4.84,0,stop,-4.84,0,-17.58,-20.08,-13.15,0.13,-22.71
TSM,686,2026-06-18,A,2.12,0.88,462.12,438.3900146484375,4.51,True,13.93,False,2026,476.09,3.02,7.0,stop,-7.75,1,stop,-7.75,1,stop,-7.75,1,-4.41,-9.14,-10.81,0.61,-18.92
ABBV,691,2026-06-26,A,8.38,1.0,253.35,244.66000366210938,2.63,False,17.96,False,2026,253.05,-0.12,3.32,stop,-3.32,9,stop,-3.32,9,stop,-3.32,9,0.63,-3.27,4.01,5.48,-3.94
LLY,691,2026-06-26,A,2.35,0.91,1208.12,1128.0,3.15,True,17.15,False,2026,1222.78,1.21,7.0,stop,-7.0,11,stop,-7.0,11,stop,-7.0,11,1.05,-5.74,-0.17,2.18,-7.23
SYK,691,2026-06-26,A,2.08,0.93,332.71,317.75,2.77,False,7.23,False,2026,333.07,0.11,4.6,stop,-4.6,1,stop,-4.6,1,stop,-4.6,1,-1.0,-6.61,4.06,5.82,-7.97
UBER,691,2026-06-26,A,2.89,0.95,76.2,72.44999694824219,3.41,False,3.7,False,2026,76.0,-0.26,4.67,stop,-4.67,1,stop,-4.67,1,stop,-4.67,1,-2.2,-5.16,-6.92,2.32,-13.93
EMR,709,2026-07-23,B,1.69,0.87,144.9,138.60000610351562,2.77,True,3.35,False,2026,144.9,0.0,4.35,target,5.0,6,target,8.0,7,target,10.0,7,3.4,9.22,8.53,14.8,-0.39
SLB,710,2026-07-24,A,2.34,0.94,52.42,49.7400016784668,2.72,True,1.83,True,2026,52.3,-0.23,4.89,stop,-4.89,2,stop,-4.89,2,stop,-4.89,2,-5.72,1.72,3.25,4.36,-7.65
FTNT,713,2026-07-29,B,2.59,0.84,153.22,143.77000427246094,4.24,True,3.23,True,2026,164.0,7.04,7.0,stop,-7.0,0,stop,-7.0,0,stop,-7.0,0,-2.37,0.88,5.35,6.03,-9.6
AMZN,715,2026-07-31,A,3.11,0.85,271.58,262.010009765625,3.41,True,10.12,True,2026,278.29,2.47,5.85,stop,-5.85,10,stop,-5.85,10,stop,-5.85,10,-0.07,-6.1,-6.65,3.2,-8.36
EMR,717,2026-08-04,A,2.0,0.91,158.84,152.27999877929688,3.06,True,11.22,True,2026,157.27,-0.99,3.17,target,5.5,5,stop,-3.17,18,stop,-3.17,18,4.15,0.21,-5.27,5.77,-6.94
GILD,717,2026-08-04,B,1.57,0.95,135.25,129.5399932861328,2.85,False,4.17,True,2026,136.0,0.55,4.75,stop,-4.75,1,stop,-4.75,1,stop,-4.75,1,-0.1,8.53,10.01,12.17,-5.13
PLTR,717,2026-08-04,A,4.85,0.91,162.66,143.27999877929688,5.17,False,24.17,True,2026,162.0,-0.41,7.0,target,5.0,2,target,8.0,3,target,10.0,3,5.58,8.14,4.6,16.28,-5.74
TJX,717,2026-08-04,B,1.52,0.71,157.55,155.3000030517578,2.28,True,0.01,False,2026,158.12,0.36,1.78,stop,-2.83,5,stop,-2.83,5,stop,-2.83,5,-3.48,-8.61,-16.96,2.77,-17.04
MRK,728,2026-08-19,A,3.9,0.85,152.2,144.89999389648438,2.85,True,20.09,False,2026,150.78,-0.93,3.9,stop,-3.9,14,stop,-3.9,14,stop,-3.9,14,-0.82,1.03,-2.59,4.07,-5.61
FCX,730,2026-08-21,A,2.25,0.77,76.66,74.4000015258789,3.8,True,18.53,False,2026,78.39,2.26,5.09,stop,-6.17,6,stop,-6.17,6,stop,-6.17,6,-3.38,-2.26,-7.95,2.36,-14.52
CRM,734,2026-08-27,A,4.67,0.9,252.05,230.0500030517578,4.13,False,40.91,True,2026,250.47,-0.63,7.0,target,5.0,0,time,-5.61,15,time,-5.61,15,3.5,3.58,-5.61,7.11,-5.68
CRWD,734,2026-08-27,A,2.93,0.95,227.96,206.10000610351562,5.01,True,16.74,True,2026,228.23,0.12,7.0,stop,-7.0,0,stop,-7.0,0,stop,-7.0,0,-6.63,3.13,9.25,9.68,-12.11
SNPS,734,2026-08-27,A,2.6,1.0,464.89,415.30999755859375,3.07,False,11.38,True,2026,461.85,-0.65,7.0,stop,-7.28,2,stop,-7.28,2,stop,-7.28,2,-14.73,-17.41,-12.99,0.13,-21.5
SLB,736,2026-08-31,A,3.53,0.86,60.1,57.970001220703125,2.78,True,20.25,False,2026,60.0,-0.17,3.38,stop,-3.38,0,stop,-3.38,0,stop,-3.38,0,-4.92,-12.83,-13.73,0.3,-15.88
DELL,738,2026-09-02,B,6.3,0.91,492.2,432.2699890136719,5.55,True,13.02,True,2026,486.31,-1.2,7.0,target,5.0,0,target,8.0,0,target,10.0,1,16.65,16.81,18.3,22.45,-1.65
AMD,741,2026-09-08,B,1.61,0.74,505.74,486.57000732421875,3.71,True,1.36,False,2026,507.5,0.35,4.12,stop,-4.18,3,stop,-4.18,3,stop,-4.18,3,0.99,21.28,21.28,21.52,-5.35
META,742,2026-09-09,A,2.22,0.78,653.69,638.5599975585938,3.04,False,9.21,False,2026,653.71,0.0,2.32,target,5.34,6,target,8.0,7,target,10.0,7,4.38,13.39,13.39,15.19,-1.77
AAPL,743,2026-09-10,B,1.72,0.98,326.57,316.510009765625,2.3,True,2.95,False,2026,327.45,0.27,3.34,time,3.52,6,time,3.52,6,time,3.52,6,2.65,3.52,3.52,3.72,-0.35
CRWD,745,2026-09-14,A,2.44,0.83,235.38,216.0500030517578,6.46,True,15.72,False,2026,233.0,-1.01,7.0,target,5.0,1,time,7.02,4,time,7.02,4,7.02,7.02,7.02,7.43,-0.92
GOOGL,745,2026-09-14,B,1.57,0.93,349.39,342.1400146484375,2.14,True,0.7,False,2026,346.8,-0.74,1.34,stop,-1.34,1,stop,-1.34,1,stop,-1.34,1,2.36,2.36,2.36,3.64,-1.78
PANW,745,2026-09-14,B,1.98,0.88,373.94,340.25,5.88,True,6.82,False,2026,368.43,-1.47,7.0,time,0.9,4,time,0.9,4,time,0.9,4,0.9,0.9,0.9,3.99,-3.37
ZS,745,2026-09-14,A,2.52,0.9,191.73,170.05999755859375,5.71,False,17.04,False,2026,188.26,-1.81,7.0,target,5.0,2,target,8.0,4,target,10.0,4,10.02,10.02,10.02,10.35,-0.43
ARM,748,2026-09-17,B,1.62,0.81,264.9,256.0,5.57,True,1.07,False,2026,269.27,1.65,4.93,target,9.32,1,target,9.32,1,target,10.0,1,19.92,19.92,19.92,20.38,-2.83
ADI,749,2026-09-18,B,2.26,0.98,375.72,363.1300048828125,2.8,True,0.62,False,2026,377.05,0.35,3.69,time,1.58,0,time,1.58,0,time,1.58,0,1.58,1.58,1.58,1.88,-1.61
ARM,749,2026-09-18,B,1.8,0.99,275.61,261.6549987792969,5.29,True,5.57,False,2026,294.36,6.8,7.0,target,5.0,0,target,8.0,0,target,10.0,0,9.7,9.7,9.7,10.12,-0.43
ETN,749,2026-09-18,B,2.41,0.96,424.77,410.92999267578125,3.55,True,2.14,False,2026,430.21,1.28,4.48,time,1.21,0,time,1.21,0,time,1.21,0,1.21,1.21,1.21,1.87,-0.96
KO,749,2026-09-18,B,1.87,0.95,88.25,87.5199966430664,1.37,True,1.38,False,2026,88.32,0.08,0.91,stop,-0.91,0,stop,-0.91,0,stop,-0.91,0,-1.36,-1.36,-1.36,0.2,-1.36
